,Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
7467,LAWYER,15245,3565659470260732,02/26,457,0
1217,LAWYER,74342,3594045730324044,06/29,794,0
6055,ENGINEER,1883,6011969053522314,10/31,911,1
1285,ENGINEER,56122,180031940887596,02/32,282,0
5485,DOCTOR,67954,2271429495694068,10/26,685,0
8173,DOCTOR,49704,2497485765791271,12/28,59,0
6472,DOCTOR,22276,3550094300076719,01/26,667,0
9678,LAWYER,13574,2435395082480323,04/30,64,0
6958,LAWYER,65364,2247533299344233,03/29,8,1
6305,DOCTOR,85711,3596516225089605,04/25,261,0
9298,ENGINEER,90004,6510319116817663,04/31,604,1
4325,ENGINEER,37207,4424610414659249,07/32,282,0
4413,DOCTOR,61534,344568129054970,08/25,550,1
186,ENGINEER,11497,6011011040320302,10/29,534,1
8777,DOCTOR,77456,30531644942946,05/25,457,1
1870,DOCTOR,90342,4926199064707436,02/25,236,1
9494,LAWYER,65422,4296545373821718,03/27,481,0
8316,LAWYER,77185,4866045627815061,06/28,723,1
1400,ENGINEER,30720,2293214101543725,06/34,787,0
4844,ENGINEER,36274,180089438170990,05/28,774,0
6578,ENGINEER,10665,6582190450602885,01/31,705,1
4831,DOCTOR,38417,4713303147963464,03/31,155,0
9910,DOCTOR,85830,180059458815394,08/34,126,0
7622,ENGINEER,97623,4838534225935218138,02/32,31,0
5406,DOCTOR,93557,4519057061600167711,07/29,7679,0
5544,ENGINEER,39072,6518091329576939,02/28,914,0
6485,ENGINEER,48808,4599136425486868,06/31,666,0
7719,LAWYER,30599,30378276240607,08/27,974,0
4970,LAWYER,20143,3575979437087269,12/29,92,0
2395,ENGINEER,27728,4545806743712949,06/34,136,1
4216,LAWYER,54880,3585142541616899,03/34,992,0
9856,ENGINEER,26294,379884403330533,11/29,334,0
8505,ENGINEER,6965,4418037671666,08/28,836,0
7242,ENGINEER,83564,3514520604475590,07/28,788,1
4425,ENGINEER,9078,4484206141682326273,12/32,92,0
6387,DOCTOR,46572,4254245822154403,01/33,962,0
5524,ENGINEER,29406,4626205605859371,10/29,7245,0
1865,LAWYER,17199,5125536220308938,11/34,573,0
5393,LAWYER,54935,213195130477129,03/25,832,0
8395,DOCTOR,68207,3552684902670022,02/29,534,0
8926,DOCTOR,15810,3593128101159263,07/26,421,0
4267,DOCTOR,97209,4174465940871,05/25,495,0
5303,ENGINEER,25270,3518876769612823,02/30,302,0
3747,LAWYER,66243,4138067535981449,06/34,332,0
7595,ENGINEER,65572,180085757645992,12/33,674,0
7933,LAWYER,7333,4556252904567663,07/29,997,0
3000,ENGINEER,44828,4696569631881,10/29,697,0
7515,DOCTOR,56573,3504887445017051,02/31,856,0
6167,LAWYER,2539,3596988918710658,11/28,497,0
1181,ENGINEER,75501,373179314469165,10/34,980,1
4785,LAWYER,27653,4148381965081358,09/30,315,1
8562,ENGINEER,67963,3514625227091169,08/29,857,0
9230,DOCTOR,29390,3548259206841194,04/31,759,0
3177,LAWYER,74170,3543398797229941,11/33,339,1
4627,LAWYER,57655,4855173001674061,04/27,609,0
3495,DOCTOR,91117,213165399768823,12/32,279,0
7870,ENGINEER,18510,349963022478118,01/28,59,0
1378,DOCTOR,5735,4221968544039376,06/25,535,0
1228,LAWYER,3731,372506747376818,07/34,226,0
1273,LAWYER,51380,4636516205618332,08/25,67,0
1174,ENGINEER,19029,4411631448769858,10/31,277,0
7747,LAWYER,96838,4496530099188598160,12/27,207,0
3381,ENGINEER,25233,3521845542079985,03/28,148,0
4506,LAWYER,75893,180018221396553,11/25,466,1
7153,DOCTOR,21451,6011500298550776,10/27,844,0
3135,LAWYER,31171,3510449985657234,11/32,601,1
536,DOCTOR,94167,213161184764218,01/29,249,0
4713,ENGINEER,47101,345069624395736,03/32,142,0
5879,LAWYER,87082,676174839784,07/27,295,1
4441,LAWYER,48348,3512368291378996,02/30,663,0
667,LAWYER,63076,4824978641909695,02/32,920,0
9580,LAWYER,55356,6569135184497380,08/29,663,0
2800,LAWYER,34610,4184608066521434360,06/30,423,0
1687,LAWYER,86557,180030379309726,07/32,608,1
3725,DOCTOR,22801,4570587833848862,10/31,591,1
9289,LAWYER,60629,4070581166068942338,07/33,927,0
1151,LAWYER,13137,180084729653622,04/27,9176,1
2173,DOCTOR,60651,4322868682147494,02/25,786,1
9725,DOCTOR,57826,2281799216790900,06/33,748,0
3575,LAWYER,10201,30068956923578,12/24,116,1
6849,LAWYER,18416,348942962273979,04/29,302,0
6622,ENGINEER,77187,4519204273838,08/32,734,0
8887,DOCTOR,35400,38605443958345,03/33,968,1
9928,DOCTOR,11223,4303059904353044,10/33,40,0
857,DOCTOR,94277,213189921689802,04/29,119,0
8767,LAWYER,26808,4984573021865421,06/32,100,0
2939,DOCTOR,6005,30144972249106,06/26,849,0
431,ENGINEER,71620,676330622850,03/27,303,0
8958,LAWYER,98948,4774721770368691,04/25,9891,1
1245,DOCTOR,97199,6011858174729215,01/31,113,1
4727,LAWYER,85387,503840980299,08/32,309,0
6496,LAWYER,40051,4757932624357,08/27,757,1
3298,LAWYER,88021,2292476518222034,07/30,393,1
9898,DOCTOR,28281,5171642565471555,01/29,624,0
8813,ENGINEER,58468,676202907025,07/29,1211,1
7433,LAWYER,59956,378199026548952,01/29,3355,0
2428,DOCTOR,39970,4801011868671166845,02/25,662,0
325,LAWYER,28396,4389175833707105,04/27,858,0
6030,LAWYER,92693,639083676689,12/28,8134,0
1747,LAWYER,59193,5284230414483007,07/27,43,0
2220,ENGINEER,53459,4240297126709025,04/30,6980,0
3475,DOCTOR,54150,584229346732,04/33,109,0
1908,DOCTOR,84204,60422554646,02/33,6,0
9626,DOCTOR,75349,2238716182269747,11/25,618,0
2595,LAWYER,16608,4721059451930953817,06/31,606,0
1816,DOCTOR,18473,3528177799238657,03/29,964,0
9398,DOCTOR,76669,6529371920512302,08/31,205,0
5832,LAWYER,29071,30481716199613,03/25,696,0
4235,ENGINEER,53353,4698535511932,04/33,7646,0
8709,LAWYER,50033,4008335645294970,08/29,334,0
8460,DOCTOR,14018,340598748145143,06/31,987,0
910,ENGINEER,49415,6569236864783261,06/30,491,0
7418,ENGINEER,41503,4903702727678170,08/29,1562,0
4214,LAWYER,41195,574824354769,12/25,722,0
9777,ENGINEER,20711,4700088910964816,02/27,131,0
8499,DOCTOR,20929,4485516669967920,01/28,55,1
1504,LAWYER,70286,3504636530322797,10/25,4,1
6564,LAWYER,24592,213143461666241,03/33,348,0
5157,DOCTOR,47698,377572612643950,09/31,965,1
5561,ENGINEER,57991,4964489990666,09/33,145,0
6360,DOCTOR,2950,36708030530907,01/31,55,0
6138,DOCTOR,23729,6576567852932556,01/27,583,0
986,DOCTOR,58586,2262460496961165,05/32,438,0
536,DOCTOR,94167,213161184764218,01/29,249,0
3936,DOCTOR,18853,4537034026265848061,02/25,829,1
6389,ENGINEER,9030,213122996239989,06/31,92,0
4930,DOCTOR,42481,4448763158204144,09/31,372,1
1169,LAWYER,62421,3547776302778559,12/28,616,0
5994,ENGINEER,10622,2244910515001321,12/31,641,0
7699,ENGINEER,11357,180086192433143,07/32,492,0
1784,ENGINEER,51459,30471278334393,03/33,416,0
2327,LAWYER,5531,4222945540450871,07/31,482,1
8358,LAWYER,36192,6011161691281749,06/27,308,1
7369,LAWYER,4332,5385303635545892,11/33,159,0
8160,ENGINEER,1481,4844366597231478,11/32,5624,0
2920,ENGINEER,24484,375827044038209,07/26,262,0
9935,ENGINEER,81317,180013466894487,07/25,909,1
2840,LAWYER,86985,30197663873923,12/29,56,0
9060,DOCTOR,47928,180005267200120,06/31,36,0
1282,LAWYER,72096,4517089937741,09/25,210,0
1070,ENGINEER,81772,3524329878630767,10/32,984,0
599,LAWYER,43861,4495885027628434517,03/26,614,1
7594,ENGINEER,28290,676168835210,08/31,644,0
3429,ENGINEER,86242,4600272139524285,08/31,886,0
38,ENGINEER,13039,3561835251466870,12/33,241,0
9354,LAWYER,17491,342292379964737,04/28,871,1
1613,LAWYER,43246,6522247238677515,05/33,952,0
7835,DOCTOR,97219,4609520150359069,01/30,591,0
195,ENGINEER,85988,30041951660263,12/26,921,0
340,LAWYER,49908,3516150626574986,01/32,420,0
5661,ENGINEER,15233,4640225822989,10/29,722,0
5343,DOCTOR,7745,346812799244166,11/32,273,0
6592,ENGINEER,13541,566695701490,02/31,861,0
3068,LAWYER,60635,4490963864540,08/28,597,1
8820,ENGINEER,39296,2713120767641947,04/26,3519,0
9265,ENGINEER,88784,3500101643225100,06/29,609,1
9786,ENGINEER,30666,38212885266202,04/32,2501,1
6211,LAWYER,38706,4963074081561344,10/25,567,0
9905,DOCTOR,12224,4436236739852,08/28,4336,1
4875,DOCTOR,34320,4719790193565187844,06/32,173,0
6121,LAWYER,83570,373614099193457,12/27,620,0
2903,LAWYER,13010,4057483788305640429,11/27,723,0
6750,ENGINEER,55966,4860828126096226,06/31,5130,1
3636,LAWYER,39918,30281893701532,12/28,81,0
9336,LAWYER,77241,2222129340628366,12/31,473,1
6758,DOCTOR,98850,4547768008872420,01/30,44,0
1501,LAWYER,71179,348645759660288,12/26,67,1
8170,DOCTOR,3713,4929126896186478,11/31,963,0
7779,ENGINEER,81452,213144051609765,01/34,349,1
4610,ENGINEER,25867,340673373743197,06/28,414,1
9842,DOCTOR,49998,3527170563048098,11/28,741,1
8353,DOCTOR,10776,4533403524504622,04/33,486,0
6609,LAWYER,62449,3505141475316382,03/28,5479,0
4228,LAWYER,38821,4546295483482567,04/32,858,1
1747,LAWYER,59193,5284230414483007,07/27,43,0
832,LAWYER,25345,213154439821693,01/25,856,0
2927,LAWYER,25461,3558624131709203,05/30,388,1
9077,LAWYER,58504,4016377822288490,08/34,54,0
3151,DOCTOR,62175,4829343428899079,01/29,947,0
2960,DOCTOR,44686,180023049014057,09/26,335,0
8426,DOCTOR,58513,4865350693603420,09/30,704,0
9490,DOCTOR,34263,4739786195084698,06/32,958,1
979,DOCTOR,60492,639041476552,10/26,480,1
1416,DOCTOR,82511,5542449701320874,09/29,282,0
7568,LAWYER,96699,4689168711352,03/26,333,1
464,LAWYER,39147,3506692246952888,08/34,385,1
944,ENGINEER,26327,4643662688517137,02/27,258,0
9179,LAWYER,32013,4428537975213809,02/28,39,0
0,DOCTOR,42509,3515418493460774,07/25,251,1
3745,ENGINEER,90250,570746996935,03/33,945,1
8047,LAWYER,93769,4704048076518620,07/32,749,0
7303,ENGINEER,64044,6011939459058577,03/30,512,0
7681,LAWYER,27135,2252121697965585,11/28,202,1
1153,ENGINEER,52265,4121379911554412,03/29,746,0
7707,LAWYER,52682,370846381859519,02/32,724,0
4282,ENGINEER,97250,4970528666624950,08/26,185,0
6804,ENGINEER,45049,3546294986024200,01/32,285,0
7908,LAWYER,41021,6594112447779739,11/29,204,0
8585,LAWYER,59748,213178347937002,10/27,177,0
791,ENGINEER,67128,30234368061072,06/28,232,0
5138,DOCTOR,98443,571548257732,06/25,523,0
3023,ENGINEER,57501,180074584122292,09/26,407,1
9274,ENGINEER,76422,213168378130718,04/32,266,1
688,LAWYER,78130,30508590027492,01/34,706,0
2213,LAWYER,82390,30325628264876,10/25,6007,0
400,ENGINEER,30592,3552850139640225,08/30,178,0
1490,ENGINEER,3480,4708252249085,01/26,458,1
8988,ENGINEER,62986,6011487559981629,05/26,3912,1
9421,ENGINEER,19508,371210849055773,06/25,991,1
4268,DOCTOR,18556,4787735497255283,04/32,701,1
5027,DOCTOR,36966,6011720230468354,10/29,310,0
567,DOCTOR,58945,371709501555434,04/31,227,1
1493,LAWYER,71477,4257346359416182629,12/30,952,1
3259,DOCTOR,22650,4113015937284,11/30,55,1
2838,ENGINEER,17728,4329484050039454,07/28,805,0
4283,LAWYER,69557,180038616989309,03/29,705,0
7644,LAWYER,70481,6573383275612848,11/34,282,1
129,ENGINEER,48878,3539544471718941,04/33,9,1
3820,DOCTOR,80465,3542520329448381,02/26,285,0
431,ENGINEER,71620,676330622850,03/27,303,0
826,DOCTOR,31449,4637301013178,11/25,462,0
2607,ENGINEER,12479,4219518421058482238,06/33,140,0
6388,ENGINEER,66618,502087438888,09/30,265,0
7638,DOCTOR,81964,2258646755456402,01/33,466,1
5396,ENGINEER,97011,4758587746685470,05/26,978,0
2835,LAWYER,54349,2269718117821875,01/27,304,1
9811,DOCTOR,53143,4881629324641572,05/34,913,1
7974,DOCTOR,36253,3559347676059169,03/33,700,0
586,DOCTOR,22250,4139580628610,02/25,598,0
4897,LAWYER,12973,4731007190895238,01/29,663,0
3829,DOCTOR,75851,213136192842552,12/27,325,0
4098,ENGINEER,36174,3543700718828125,09/32,747,0
4258,ENGINEER,3201,586617054083,06/26,930,0
2445,ENGINEER,13141,4803030608775,09/30,567,1
9101,DOCTOR,82395,4316712795054015,08/30,587,0
8842,LAWYER,71936,36727949388470,01/28,777,0
5913,ENGINEER,35826,213178630625793,01/32,622,0
7495,ENGINEER,56605,4836976050932232786,02/29,674,1
1376,DOCTOR,12616,501895666953,09/28,3423,1
3904,DOCTOR,53451,372407502715516,12/28,166,0
7035,LAWYER,20657,2267854292537697,07/25,674,0
4027,LAWYER,32338,3522623427819653,08/27,940,0
8548,LAWYER,23592,4880904711372,08/31,3588,1
7075,LAWYER,57643,4065821911273111,11/33,473,0
9783,DOCTOR,92536,3551752323982861,01/25,897,0
4346,DOCTOR,48027,4674707269526403,06/26,768,1
3662,DOCTOR,35526,3537205392691813,05/34,8866,1
6034,DOCTOR,47711,30097100592765,10/25,103,1
7554,DOCTOR,59387,6511126435059508,03/26,26,0
1361,ENGINEER,48602,30551674728841,01/32,847,0
626,LAWYER,31552,4723849410206070,08/26,646,0
3924,LAWYER,42105,180030004241559,04/33,262,1
607,LAWYER,33269,502031545119,06/26,701,0
8090,ENGINEER,36475,4362308851205188,03/34,581,0
4936,LAWYER,96377,349292003570150,08/25,478,0
3270,LAWYER,75376,6011803250498483,11/32,530,1
2458,ENGINEER,16011,6515630099545377,06/29,6548,0
3031,ENGINEER,64794,3580469127674157,12/24,726,0
1932,DOCTOR,72173,4131891671538928440,04/34,329,1
8854,DOCTOR,62823,30293428832864,04/27,137,0
7076,DOCTOR,47917,4542195358120843,04/30,237,0
8066,ENGINEER,83625,344034645906888,12/28,77,0
5007,LAWYER,88609,30393325256959,10/34,169,0
7934,LAWYER,77634,180028219984393,06/29,452,0
8216,ENGINEER,54819,4805492506934,11/26,1817,0
2430,DOCTOR,10700,6545184109127200,04/31,608,1
3898,ENGINEER,90204,6550322494914657,12/31,450,1
2640,DOCTOR,49296,4868905210528280,07/27,4837,0
4582,ENGINEER,34187,4038592192506149,03/29,884,0
5226,ENGINEER,42607,2363185926902707,10/25,727,0
7595,ENGINEER,65572,180085757645992,12/33,674,0
1389,DOCTOR,65205,4972020986695450504,08/27,9223,0
8134,DOCTOR,35914,3587550207646034,06/32,685,0
8796,DOCTOR,8570,4086972727930850,02/30,80,0
5267,ENGINEER,74977,4972113683169004,04/29,929,0
8544,DOCTOR,88961,3557877942491004,02/26,700,0
9426,LAWYER,67475,3534989631030064,05/33,921,1
2598,DOCTOR,44255,3507609251264149,04/30,873,0
8495,LAWYER,66029,501865950635,05/30,872,0
6031,LAWYER,11332,564244226036,07/33,74,0
596,LAWYER,72742,3575917838413759,12/33,383,0
2041,LAWYER,19875,347427879835723,03/27,593,0
4178,DOCTOR,62749,180004548123201,01/29,226,1
8386,ENGINEER,39126,3518970260470094,06/31,498,0
3807,ENGINEER,79558,4241237445509984009,04/26,673,1
613,DOCTOR,1171,6598989057412081,05/30,475,0
812,ENGINEER,11681,630475450619,01/29,37,1
6470,DOCTOR,11315,4565752006849322,02/32,836,0
5795,DOCTOR,73237,4957262904525954,03/27,114,0
2885,ENGINEER,57787,6011698902931646,11/31,999,1
5345,ENGINEER,91648,2225279683025121,05/25,290,0
9950,ENGINEER,43456,378139813887247,04/26,921,0
8308,DOCTOR,2005,3555656443729027,03/33,948,1
5508,ENGINEER,28006,4876763528112528506,11/30,293,0
8683,DOCTOR,73488,4649465340032,08/29,4137,0
573,ENGINEER,83408,4990526330186154,03/34,459,0
5353,LAWYER,75007,30145671951777,10/30,159,0
5300,ENGINEER,8515,2228207054678365,06/31,967,0
2585,ENGINEER,39587,4905986024866491,07/31,87,0
2616,DOCTOR,20787,2256779295494989,03/26,363,1
1687,LAWYER,86557,180030379309726,07/32,608,1
211,ENGINEER,53144,4893356222952820,11/28,221,1
386,LAWYER,65765,4289629523609833634,05/26,250,0
8393,ENGINEER,73570,4716860230256,11/33,594,0
3725,DOCTOR,22801,4570587833848862,10/31,591,1
734,ENGINEER,23090,347265981009021,10/32,505,0
7684,ENGINEER,6119,3529032880009237,05/30,529,1
4454,LAWYER,10162,30288389869319,03/31,65,0
8090,ENGINEER,36475,4362308851205188,03/34,581,0
6470,DOCTOR,11315,4565752006849322,02/32,836,0
422,DOCTOR,51200,3553635464439965,09/26,314,0
2511,LAWYER,176,2222488954690751,02/28,578,0
6385,LAWYER,57356,4530435689849262,08/34,818,0
2905,LAWYER,23041,4497890171957625854,08/33,938,0
3903,LAWYER,99147,30423234650917,01/30,399,0
5951,DOCTOR,59022,4856901712316,08/32,71,1
9121,ENGINEER,29162,5358429156904987,11/33,62,0
9855,ENGINEER,79432,3529985136111554,11/26,345,1
7240,LAWYER,97409,639043074587,02/31,678,0
4432,ENGINEER,19392,38364107387215,01/28,461,1
9773,LAWYER,35127,3554378103823625,05/25,151,1
2440,LAWYER,9157,4197485618984374986,11/24,487,1
3772,LAWYER,73298,348338871295437,09/31,175,0
5742,LAWYER,15116,4130773958505382528,07/25,951,1
3391,LAWYER,82159,30180506946965,05/29,282,0
5538,LAWYER,81984,4353548724747237132,05/29,511,1
2060,LAWYER,93415,343147869926886,06/27,352,1
9494,LAWYER,65422,4296545373821718,03/27,481,0
8760,LAWYER,17952,2720866964759210,05/29,899,1
6781,ENGINEER,22481,581859986985,07/26,992,0
6777,ENGINEER,97622,4552635986097029168,04/32,846,1
5084,ENGINEER,1066,180040985904000,02/31,57,0
2991,ENGINEER,63300,4975129500467,08/30,3139,0
96,LAWYER,19204,4711633310713188932,05/30,3416,0
1973,DOCTOR,65147,3572737402281926,02/27,227,0
862,LAWYER,48170,36055436133393,06/31,367,0
2243,DOCTOR,72255,4424058844844,07/25,989,1
4259,ENGINEER,57623,3587502068722503,03/30,236,1
1486,DOCTOR,89837,180003909990471,07/25,6733,0
4232,DOCTOR,69982,676293710114,11/29,138,0
4797,LAWYER,44787,4048994624648077,07/31,673,0
8171,LAWYER,94371,4049688672172,02/32,942,0
6572,ENGINEER,25278,4625691140206,12/24,821,0
4338,LAWYER,33925,30157912892066,06/31,3753,0
9725,DOCTOR,57826,2281799216790900,06/33,748,0
1756,LAWYER,21083,376132587191377,02/34,390,1
3420,DOCTOR,6912,4024962432880156,06/27,451,0
9707,LAWYER,34895,502027961593,03/34,995,0
4330,LAWYER,33706,30519942964258,12/29,393,1
7828,DOCTOR,87184,30346001368076,08/32,4893,1
6589,LAWYER,55844,3568852419842804,01/28,921,1
7690,ENGINEER,96043,675998641962,04/25,994,0
463,DOCTOR,36962,4019120573418446,03/25,94,0
8829,LAWYER,71006,4682007563696,03/33,184,1
9230,DOCTOR,29390,3548259206841194,04/31,759,0
4818,LAWYER,37042,30151228580366,12/30,129,0
2970,DOCTOR,24400,4129720772673175,06/25,549,0
6849,LAWYER,18416,348942962273979,04/29,302,0
2493,LAWYER,85070,180031935254133,05/29,2,0
9229,LAWYER,44660,30093681753694,05/28,165,1
4140,ENGINEER,20830,4684034324902385633,08/29,631,1
8051,ENGINEER,56813,6506266308521825,02/28,491,0
2312,ENGINEER,7080,3533226488187403,04/34,152,1
2874,ENGINEER,54545,346275997778767,03/26,685,0
2655,LAWYER,72419,4433903546999408544,12/30,645,1
8591,DOCTOR,94703,3531193629152096,12/32,435,0
1259,DOCTOR,39651,213157898623641,03/29,74,1
866,ENGINEER,71645,213100248918261,11/33,653,0
6464,LAWYER,39811,341408146437523,09/32,355,1
8233,LAWYER,59017,4840046546433577593,05/25,335,0
6672,DOCTOR,81910,3517278901212532,01/30,878,0
4455,DOCTOR,1287,4193011245210857,09/32,315,0
6100,LAWYER,82957,4378399663432427,02/26,323,1
6458,ENGINEER,72413,6011569435379639,01/31,866,0
5133,LAWYER,99583,6011626742671643,04/29,431,1
4635,ENGINEER,8189,180091159421636,03/27,326,1
9539,LAWYER,32048,4574450916343407302,04/29,292,0
9414,LAWYER,68336,4541845510600,07/25,6527,0
5105,DOCTOR,56348,3523145280875456,09/28,74,0
7764,LAWYER,93200,378013016597889,02/30,102,0
1817,DOCTOR,83642,675948538516,05/28,342,0
2245,ENGINEER,11514,373196871106345,10/26,25,0
7178,ENGINEER,4639,6564043776774494,10/34,665,0
3082,DOCTOR,71580,580076737619,11/25,178,0
9407,LAWYER,97391,213136477748631,12/33,261,0
9072,LAWYER,30448,6519813886382883,04/30,178,0
3138,ENGINEER,34551,343037847620091,08/28,924,0
7399,ENGINEER,39834,4048415749369688,04/30,4435,0
5129,LAWYER,71668,4941028962752,01/33,769,0
1159,DOCTOR,52743,213143149906308,05/32,355,0
4202,LAWYER,79322,6011644272270074,08/27,5833,0
6887,DOCTOR,42520,30422537273435,07/30,256,0
7118,LAWYER,41148,3540952770650169,06/29,262,1
6997,DOCTOR,96862,4772804358075,12/32,792,0
2191,ENGINEER,24187,4414077417419116,04/34,968,0
3154,LAWYER,62814,4748368713855,06/29,951,0
8233,LAWYER,59017,4840046546433577593,05/25,335,0
9738,LAWYER,93870,4036375728144,01/27,729,0
169,ENGINEER,55878,4300834141756792,01/28,943,0
9434,DOCTOR,3955,341788008297051,06/27,715,0
4305,DOCTOR,99087,4239727230694187,04/30,653,0
720,DOCTOR,45459,6540496364363881,10/27,139,1
8916,ENGINEER,83397,3589583485814246,03/25,59,0
113,LAWYER,17071,180099073476156,01/25,823,1
3466,ENGINEER,40892,639041886545,06/26,829,1
5673,ENGINEER,98693,6011108711330923,04/32,948,0
449,ENGINEER,62720,4703088363079793206,01/30,198,0
2665,LAWYER,97643,30476137110322,10/25,501,0
1724,LAWYER,32472,60478497518,01/29,679,1
1518,ENGINEER,12206,4682303513094250963,04/29,534,0
3189,LAWYER,13818,2706648045133310,12/32,984,0
6144,ENGINEER,8193,342681832823003,09/30,213,0
1635,LAWYER,13634,60455523351,07/29,741,1
7030,DOCTOR,4960,2288363744570566,01/33,358,1
8571,DOCTOR,93462,340216309251222,06/32,550,0
3069,LAWYER,9679,213147253867578,05/26,917,0
684,DOCTOR,22673,3549647596931915,08/32,295,1
9010,ENGINEER,488,60428837565,07/31,91,1
9977,DOCTOR,23450,4530788248322620308,04/30,107,0
6609,LAWYER,62449,3505141475316382,03/28,5479,0
8996,DOCTOR,36179,6011602287850074,03/33,184,1
1625,ENGINEER,76093,2598480097768475,03/30,180,0
2038,DOCTOR,522,6501967332609289,12/31,643,0
6752,DOCTOR,49123,4018007522717946838,05/34,824,0
7502,LAWYER,78486,3532507943220330,06/30,96,0
2119,ENGINEER,49484,3599537626335741,10/31,305,0
3021,LAWYER,53424,180038258162587,03/34,261,0
5232,DOCTOR,98526,4558729319387,03/31,143,1
2567,ENGINEER,72430,6011463454541768,01/29,725,0
8692,LAWYER,72822,60404823894,11/29,5377,1
8110,LAWYER,41373,3527494059317258,11/32,164,0
9950,ENGINEER,43456,378139813887247,04/26,921,0
6515,ENGINEER,31798,4016545676064650,05/32,834,1
7587,ENGINEER,3048,30246118790453,01/30,855,0
8953,DOCTOR,88323,3576012088920668,12/28,583,0
7114,DOCTOR,52248,375383374429089,08/25,454,0
2512,LAWYER,82627,4103674059110874,03/26,898,0
5647,ENGINEER,60734,4502914405238489600,03/27,350,1
3521,ENGINEER,36526,213155407656201,06/25,285,1
6799,LAWYER,21808,4705505544894627,10/27,209,0
46,ENGINEER,16701,213196024854928,01/25,741,1
7082,DOCTOR,52685,180089433307589,01/27,282,1
5613,ENGINEER,4304,4565712620192,12/30,104,0
49,LAWYER,24571,4767152850301,04/30,857,0
3889,LAWYER,2904,3502167270874088,03/31,215,1
9257,ENGINEER,47390,180046596057708,07/25,143,0
6488,DOCTOR,91652,4689926882094817986,10/28,73,1
5533,ENGINEER,65744,3538979766327126,05/27,582,0
8466,ENGINEER,88836,3579594082889491,10/27,992,1
2204,DOCTOR,82946,4165173851062396,07/32,724,1
